Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock Name
2025-01-30 00:00:00-05:00,199.7599945,203.2380066,199.4720001,202.6300049,14571500,0,0,Google
2025-01-31 00:00:00-05:00,203.7149963,207.0800018,203.5800018,205.6000061,17087300,0,0,Google
2025-02-03 00:00:00-05:00,202.2149963,205.2200012,201.6600037,202.6399994,16719500,0,0,Google
2025-02-04 00:00:00-05:00,204.5,208.6999969,204.2599945,207.7100067,28285400,0,0,Google
2025-02-05 00:00:00-05:00,193.1000061,194.5500031,189.9100037,193.3000031,43666400,0,0,Google
2025-02-06 00:00:00-05:00,190.9900055,193.8300018,190.4900055,193.3099976,20816600,0,0,Google
2025-02-07 00:00:00-05:00,192.7400055,193.0149994,185.1000061,187.1399994,29565700,0,0,Google
2025-02-10 00:00:00-05:00,189.0599976,189.9900055,187.6100006,188.1999969,16606000,0,0,Google
2025-02-11 00:00:00-05:00,186.8350067,188.8000031,186.0800018,187.0700073,13028100,0,0,Google
2025-02-12 00:00:00-05:00,185.2299957,186.8300018,183.6300049,185.4299927,17632300,0,0,Google
2025-02-13 00:00:00-05:00,185.9299927,187.9900055,184.8800049,187.8800049,12701900,0,0,Google
2025-01-14 00:00:00-05:00,414.3399963,422.6400146,394.5400085,396.3599854,84565000,0,0,Tesla
2025-01-15 00:00:00-05:00,409.8999939,429.7999878,405.6600037,428.2200012,81375500,0,0,Tesla
2025-01-16 00:00:00-05:00,423.4899902,424,409.1300049,413.8200073,68335200,0,0,Tesla
2025-01-17 00:00:00-05:00,421.5,439.7399902,419.75,426.5,94991400,0,0,Tesla
2025-01-21 00:00:00-05:00,432.6400146,433.2000122,406.3099976,424.0700073,87320900,0,0,Tesla
2025-01-22 00:00:00-05:00,416.8099976,428,414.5899963,415.1099854,60963300,0,0,Tesla
2025-01-23 00:00:00-05:00,416.0599976,420.730011,408.9500122,412.3800049,50690600,0,0,Tesla
2025-01-24 00:00:00-05:00,414.4500122,418.8800049,405.7799988,406.5799866,56427100,0,0,Tesla
2025-01-27 00:00:00-05:00,394.7999878,406.6900024,389,397.1499939,58125500,0,0,Tesla
2025-01-28 00:00:00-05:00,396.9100037,400.5899963,386.5,398.0899963,48910700,0,0,Tesla
2025-01-29 00:00:00-05:00,395.2099915,398.5899963,384.480011,389.1000061,68033600,0,0,Tesla
2025-01-30 00:00:00-05:00,410.7799988,412.5,384.4100037,400.2799988,98092900,0,0,Tesla
2025-01-31 00:00:00-05:00,401.5299988,419.9899902,401.3399963,404.6000061,83568200,0,0,Tesla
2025-02-03 00:00:00-05:00,386.6799927,389.1700134,374.3599854,383.6799927,93732100,0,0,Tesla
2025-02-04 00:00:00-05:00,382.6300049,394,381.3999939,392.2099915,57072200,0,0,Tesla
2025-02-05 00:00:00-05:00,387.5100098,388.3900146,375.5299988,378.1700134,57223300,0,0,Tesla
2025-02-06 00:00:00-05:00,373.0299988,375.3999939,363.1799927,374.3200073,77918200,0,0,Tesla
2025-02-07 00:00:00-05:00,370.1900024,380.5499878,360.3399963,361.6199951,70298300,0,0,Tesla
2025-02-10 00:00:00-05:00,356.2099915,362.7000122,350.5100098,350.730011,77514900,0,0,Tesla
2025-02-11 00:00:00-05:00,345.7999878,349.3699951,325.1000061,328.5,118543400,0,0,Tesla
2025-02-12 00:00:00-05:00,329.9400024,346.3999939,329.1199951,336.5100098,105382700,0,0,Tesla
2025-02-13 00:00:00-05:00,345,358.6900024,342.8500061,355.9400024,88984300,0,0,Tesla
2025-01-14 00:00:00+08:00,365.6000061,379.6000061,365.6000061,375,40623785,0,0,Tencent
2025-01-15 00:00:00+08:00,373.3999939,385.3999939,373,380,29158255,0,0,Tencent
2025-01-16 00:00:00+08:00,384,386.6000061,376.6000061,382.3999939,26141103,0,0,Tencent
2025-01-17 00:00:00+08:00,381,382.2000122,378.3999939,379.7999878,17138321,0,0,Tencent
2025-01-20 00:00:00+08:00,380.2000122,392.7999878,380.2000122,389.7999878,31141403,0,0,Tencent
2025-01-21 00:00:00+08:00,392,392.2000122,386.3999939,387.3999939,25249668,0,0,Tencent
2025-01-22 00:00:00+08:00,385,388.6000061,381,383.3999939,17859069,0,0,Tencent
2025-01-23 00:00:00+08:00,383,386,379.6000061,381.2000122,21256810,0,0,Tencent
2025-01-24 00:00:00+08:00,383.2000122,392.3999939,382.2000122,390.6000061,24079119,0,0,Tencent
2025-01-27 00:00:00+08:00,388,398,388,395.6000061,23605938,0,0,Tencent
2025-01-28 00:00:00+08:00,402,402,402,402,27917841,0,0,Tencent
2025-02-03 00:00:00+08:00,400,404.7999878,394.2000122,404.2000122,27917841,0,0,Tencent
2025-02-04 00:00:00+08:00,409.2000122,421.2000122,407,420.7999878,31276268,0,0,Tencent
2025-02-05 00:00:00+08:00,421.6000061,421.6000061,410,417.7999878,32129392,0,0,Tencent
2025-02-06 00:00:00+08:00,416.2000122,420.3999939,413.3999939,420.3999939,19585105,0,0,Tencent
2025-02-07 00:00:00+08:00,420.3999939,432.3999939,417.7999878,428.2000122,34567530,0,0,Tencent
2025-02-10 00:00:00+08:00,429.6000061,439.7999878,428.7999878,437,31411302,0,0,Tencent
2025-02-11 00:00:00+08:00,440,441.2000122,425.6000061,427.3999939,30893563,0,0,Tencent
2025-02-12 00:00:00+08:00,429,444.6000061,426,444.2000122,38264929,0,0,Tencent
2025-02-13 00:00:00+08:00,449,464.6000061,437,442,60985718,0,0,Tencent
2025-02-14 00:00:00+08:00,449.7999878,462.2000122,446.6000061,461.3999939,24853796,0,0,Tencent
2025-01-14 00:00:00-05:00,82.38999939,82.65000153,81.48999786,81.68000031,8773700,0,0,Alibaba
2025-01-15 00:00:00-05:00,82.62999725,82.79000092,82.15000153,82.44000244,11655700,0,0,Alibaba
2025-01-16 00:00:00-05:00,82.01999664,82.58999634,81.81999969,82.43000031,7566500,0,0,Alibaba
2025-01-17 00:00:00-05:00,83.19999695,85.58999634,83.02999878,85.12000275,21132400,0,0,Alibaba
2025-01-21 00:00:00-05:00,86.87000275,86.90000153,84.91999817,85.37999725,17099500,0,0,Alibaba
2025-01-22 00:00:00-05:00,85,86.54000092,84.41999817,86.40000153,10354800,0,0,Alibaba
2025-01-23 00:00:00-05:00,85.80000305,86.19999695,84.95999908,86.09999847,9225600,0,0,Alibaba
2025-01-24 00:00:00-05:00,86.70999908,89.19000244,86.48000336,89.13999939,18791000,0,0,Alibaba
2025-01-27 00:00:00-05:00,90.58999634,91.43000031,89.22000122,89.98999786,25999800,0,0,Alibaba
2025-01-28 00:00:00-05:00,90.94000244,96.43000031,89.90000153,96.02999878,31296300,0,0,Alibaba
2025-01-29 00:00:00-05:00,99.38999939,101.2799988,96.44999695,96.72000122,75053000,0,0,Alibaba
2025-01-30 00:00:00-05:00,97.30000305,103.6650009,97.13999939,102.7399979,45929000,0,0,Alibaba
2025-01-31 00:00:00-05:00,102,102.5,98,98.83999634,36503500,0,0,Alibaba
2025-02-03 00:00:00-05:00,96.50499725,101.8700027,96.06999969,98.61000061,29282900,0,0,Alibaba
2025-02-04 00:00:00-05:00,100.5899963,103.6100006,99.68000031,102.3499985,29877500,0,0,Alibaba
2025-02-05 00:00:00-05:00,100.1650009,101.8199997,99.02999878,99.27999878,17017900,0,0,Alibaba
2025-02-06 00:00:00-05:00,101.25,101.7399979,99.86499786,100.3799973,12774600,0,0,Alibaba
2025-02-07 00:00:00-05:00,104.4599991,107.5100021,103,103.5100021,39538200,0,0,Alibaba
2025-02-10 00:00:00-05:00,107.3199997,111.6500015,106.6999969,111.3199997,42429400,0,0,Alibaba
2025-02-11 00:00:00-05:00,113.9599991,115.5400009,111,112.7799988,55001300,0,0,Alibaba
2025-02-12 00:00:00-05:00,115.8199997,119.8099976,114.9649963,118.3300018,44024700,0,0,Alibaba
2025-02-13 00:00:00-05:00,115.3300018,119.5699997,114.7600021,119.5400009,34313600,0,0,Alibaba
2025-01-14 00:00:00-05:00,35.09999847,35.34000015,34.68000031,34.74000168,9069300,0,0,JD.com
2025-01-15 00:00:00-05:00,35.70000076,35.70000076,35.24499893,35.36999893,6495400,0,0,JD.com
2025-01-16 00:00:00-05:00,35.70000076,35.93999863,35.38000107,35.41999817,6110700,0,0,JD.com
2025-01-17 00:00:00-05:00,37.36999893,39.24000168,37.20999908,39,28484000,0,0,JD.com
2025-01-21 00:00:00-05:00,40.02999878,40.22000122,38.40000153,38.5,16565000,0,0,JD.com
2025-01-22 00:00:00-05:00,39.15000153,39.39799881,38.66999817,39.11999893,12974900,0,0,JD.com
2025-01-23 00:00:00-05:00,38.86000061,38.90000153,38.30400085,38.70000076,7291500,0,0,JD.com
2025-01-24 00:00:00-05:00,39.80500031,40.77999878,39.57500076,40.72000122,11759000,0,0,JD.com
2025-01-27 00:00:00-05:00,40.59999847,40.72000122,39.93000031,40.29999924,10170000,0,0,JD.com
2025-01-28 00:00:00-05:00,40.27999878,41.13999939,39.83000183,41.06999969,7840700,0,0,JD.com
2025-01-29 00:00:00-05:00,41.11000061,41.47000122,40.15000153,40.25999832,10791700,0,0,JD.com
2025-01-30 00:00:00-05:00,40.15000153,42.43500137,40.11999893,42.29999924,11680000,0,0,JD.com
2025-01-31 00:00:00-05:00,41.84500122,42.02000046,40.45500183,40.72000122,11072500,0,0,JD.com
2025-02-03 00:00:00-05:00,38.93999863,40.93999863,38.88999939,40.02999878,10652300,0,0,JD.com
2025-02-04 00:00:00-05:00,41.65000153,42.25,41.11999893,41.15999985,13552700,0,0,JD.com
2025-02-05 00:00:00-05:00,40.29000092,40.54999924,39.68500137,39.81000137,10930000,0,0,JD.com
2025-02-06 00:00:00-05:00,40.45000076,40.63999939,39.83000183,40.00999832,5359900,0,0,JD.com
2025-02-07 00:00:00-05:00,40.59999847,41.33000183,39.86000061,40.16999817,8332400,0,0,JD.com
2025-02-10 00:00:00-05:00,41.43000031,42.31000137,40.65000153,42.16999817,10894600,0,0,JD.com
2025-02-11 00:00:00-05:00,41.20000076,41.54000092,40.40000153,40.79999924,18749200,0,0,JD.com
2025-02-12 00:00:00-05:00,39.97000122,40.02999878,38.90299988,39.31000137,19220100,0,0,JD.com
2025-02-13 00:00:00-05:00,38.15000153,39.65999985,37.84000015,39.59000015,10138200,0,0,JD.com
